lane,laneClass,humanTrace,guestLikeCount,guestCommentCount,botCommentCount,currentlyGoogleNoindex,recommendedAction,rationale,source,boardType,hasSlug,bodyLen,jobExpiresAt,bannedSeo,bannedBrandCopy,bannedSourceTitle,duplicateTitle,publishedAt,id
A,SEED_BOT,false,0,0,0,false,MANUAL_REVIEW,시드봇 가상 페르소나 글이 `source=USER` 로 남아 있다 — source 표기 정정 여부는 정책 결정,USER,MAGAZINE,false,87,,,,,false,2026-03-22,cmn3618x2000qey2uz547i9ag
A,SEED_BOT,false,0,0,0,true,MANUAL_REVIEW,시드봇 가상 페르소나 글이 `source=USER` 로 남아 있다 — source 표기 정정 여부는 정책 결정,USER,STORY,true,79,,,,,false,2026-03-21,cmn3617ne000fey2uqhgsdexo
A,SEED_BOT,false,0,0,0,true,MANUAL_REVIEW,시드봇 가상 페르소나 글이 `source=USER` 로 남아 있다 — source 표기 정정 여부는 정책 결정,USER,HUMOR,true,78,,,,,false,2026-03-21,cmn3618gf000mey2u2jmz43cr
A,SEED_BOT,false,0,0,0,false,MANUAL_REVIEW,시드봇 가상 페르소나 글이 `source=USER` 로 남아 있다 — source 표기 정정 여부는 정책 결정,USER,WEEKLY,false,78,,,,,false,2026-03-23,cmn3618on000oey2umia522pm
A,SEED_BOT,false,0,0,0,false,MANUAL_REVIEW,시드봇 가상 페르소나 글이 `source=USER` 로 남아 있다 — source 표기 정정 여부는 정책 결정,USER,JOB,false,37,NULL,,,,false,2026-03-20,cmn3619u2000yey2uwsd4adtl
A,SEED_BOT,false,0,0,0,false,MANUAL_REVIEW,시드봇 가상 페르소나 글이 `source=USER` 로 남아 있다 — source 표기 정정 여부는 정책 결정,USER,JOB,false,34,NULL,,,,false,2026-03-23,cmn3619dk000uey2u7wkw773v
A,SEED_BOT,false,0,0,0,false,MANUAL_REVIEW,시드봇 가상 페르소나 글이 `source=USER` 로 남아 있다 — source 표기 정정 여부는 정책 결정,USER,JOB,false,30,NULL,,,,false,2026-03-21,cmn3619lv000wey2ujce99f1i
A,SEED_BOT,false,0,0,0,false,MANUAL_REVIEW,시드봇 가상 페르소나 글이 `source=USER` 로 남아 있다 — source 표기 정정 여부는 정책 결정,USER,JOB,false,26,NULL,,,,false,2026-03-17,cmn361aam0012ey2u5615cvtm
A,SEED_BOT,false,0,0,0,false,MANUAL_REVIEW,시드봇 가상 페르소나 글이 `source=USER` 로 남아 있다 — source 표기 정정 여부는 정책 결정,USER,JOB,false,22,NULL,,,,false,2026-03-18,cmn361a2d0010ey2uk4y0f1c3
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 3469자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,3469,,,,,false,2026-07-18,cmrpstw0h000bgv2yiac4r29o
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 3457자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,3457,,,,,false,2026-06-16,cmqg2j5090005eu2ym7nfrf0y
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 3428자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,3428,,,,,false,2026-05-30,cmprrp5tk0002uh2y5b1uu5dl
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 3366자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,3366,,,,,false,2026-06-05,cmq0cmyvr0004pt2yhrgr7xm4
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 3265자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,3265,,,,,false,2026-08-13,cmsqxr3qg00047g2yok6x0vwn
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 3235자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,3235,,,,,false,2026-06-06,cmq1rrrpf0002n02y1s913wzp
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 3230자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,3230,,,,,false,2026-07-02,cmr2xbr6a0002072yrni3bf7m
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 3220자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,3220,,,,,false,2026-07-29,cms5i68ax0004522ya42gq2vm
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 3212자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,3212,,,,,false,2026-07-11,cmrfsl2290006cg2y2qam7egy
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 3197자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,3197,,,,,false,2026-06-13,cmqbryyov00022r2yedlwat97
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 3189자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,3189,,,,,false,2026-08-10,cmsmndhcz00047v2y357sa08x
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 3183자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,3183,,,,,false,2026-06-16,cmqg2afe60002eu2yfytlr2ii
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 3180자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,3180,,,,,false,2026-06-10,cmq7hksak0002pb2yvndhit18
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 3179자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,3179,,,,,false,2026-06-22,cmqon2bpa0005782y124m4cy8
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 3138자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,3138,,,,,false,2026-06-19,cmqkh9bgh0004em2ygr6dqo9h
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 3134자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,3134,,,,,false,2026-06-17,cmqhi8exa00081u2y8unnq0is
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 3126자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,3126,,,,,false,2026-07-17,cmrohjsec0007a62yjhuhfws7
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 3098자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,3098,,,,,false,2026-08-20,cmt0xs7ac0004nv2y0b3dh77k
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 3087자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,3087,,,,,false,2026-07-27,cms2nab7z0004mc2yeug6hhzv
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 3074자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,3074,,,,,false,2026-06-12,cmqagssqj00020x2y86ru8f33
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 3072자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,3072,,,,,false,2026-07-28,cms470kbs0003et2yecacf2ql
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 3067자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,3067,,,,,false,2026-07-15,cmrliiqqv0005vd2y38yi3q32
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 3043자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,3043,,,,,false,2026-06-17,cmqhhxtxc00051u2ydgtcq8fg
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 3037자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,3037,,,,,false,2026-07-15,cmrlmbvng0003t92yiixxj1tu
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 3013자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,3013,,,,,false,2026-08-21,cmt2dbxs50004mf2yaw2s39nt
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 3009자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,3009,,,,,false,2026-07-15,cmrli21fn0003vd2yjw8tbvj7
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 3005자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,3005,,,,,false,2026-06-13,cmqbs841j00052r2y0vfyava1
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2996자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2996,,,,,false,2026-07-17,cmrod9mcx00088q2y65a1blst
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2993자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2993,,,,,false,2026-07-22,cmrvmf3e90003dy2yv0k6xo0e
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2987자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2987,,,,,false,2026-07-11,cmrfsbact0003cg2yirix2wb0
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2982자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2982,,,,,false,2026-06-05,cmq0cd56y0002pt2y5x6e0kvz
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2979자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2979,,,,,false,2026-06-11,cmq8x2nvh00025v2y7p8p8f28
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2974자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2974,,,,,false,2026-06-20,cmqls30d40002nq2yzweu0jfo
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2972자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2972,,,,,false,2026-06-17,cmqhhpz3100021u2yixjdr1hf
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2969자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2969,,,,,false,2026-06-18,cmqj1o10y0005il2y9wtz8ap5
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2961자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2961,,,,,false,2026-06-10,cmq7m5r1l0004u32yimkbgpsp
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2953자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2953,,,,,false,2026-05-23,cmphriw160002hl2y2vdceal5
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2947자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2947,,,,,false,2026-07-24,cmrycxo8q0004wu2y62z5r53t
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2940자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2940,,,,,false,2026-06-20,cmqlwmtp40004t22yo9aqtvg1
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2932자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2932,,,,,false,2026-06-13,cmqbw7bn10002bi2y520ydeg6
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 2906자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2906,,,,,false,2026-05-15,cmp6owdvl0006a02yc1yh9j4t
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2903자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2903,,,,,false,2026-06-19,cmqkgzghg0002em2yol4av9lu
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 2900자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2900,,,,,false,2026-05-15,cmp6oq02r0002a02ye3i334fq
B,PRESERVE_CANDIDATE,true,1,0,0,false,PRESERVE,사람 흔적 있음(게스트 공감 1 · 게스트 댓글 0) — 보호 대상,BOT,MAGAZINE,true,2895,,,,,false,2026-06-12,cmqahxpny00050x2yn8wph98k
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2895자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2895,,,,,false,2026-07-13,cmrinfslo0006ph2y5h2syt8v
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2888자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2888,,,,,false,2026-07-21,cmru6xvam00032d2yhkxkc7nd
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2881자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2881,,,,,false,2026-06-10,cmq7hsq0j0004pb2yg36pzaps
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2875자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2875,,,,,false,2026-07-20,cmrsnh4p30008vx2yofubodfw
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2870자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2870,,,,,false,2026-08-18,cmsy2xtco0004ze2yxlr73kfu
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2868자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2868,,,,,false,2026-07-06,cmr8rdl4u00021v2ytaryrlwf
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 2866자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2866,,,,,false,2026-06-04,cmpyxajie0005ak2yp2tnm4q7
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2864자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2864,,,,,false,2026-07-13,cmrin5mhm0003ph2y02vmq73c
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 2861자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2861,,,,,false,2026-05-30,cmprrvn620004uh2y51w2mcgn
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 2861자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,false,2861,,,,,false,2026-04-02,cmnhdqagt0001ye383zu1zmbv
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2859자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2859,,,,,false,2026-07-30,cms71y7u40003ao2yils0t8aj
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2858자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2858,,,,,false,2026-08-17,cmswni3p10004402yjktc1xot
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2858자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2858,,,,,false,2026-07-30,cms6xm3yb0004uy2yoms9uyh2
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2856자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2856,,,,,false,2026-07-03,cmr4cs7lg00021q2y10htkbjt
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2855자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2855,,,,,false,2026-08-22,cmt3spvus0004zr2ym45f19ye
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2852자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2852,,,,,false,2026-06-16,cmqg2pl6s0007eu2ykza39v6a
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2852자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2852,,,,,false,2026-07-01,cmr1i0oxi0002ak2ycsdb5aad
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2844자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2844,,,,,false,2026-07-29,cms5mfd0g0003qz2yiv7t18vl
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2840자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2840,,,,,false,2026-07-16,cmrmxqf440008q22y3q9zzs66
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2833자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2833,,,,,false,2026-08-05,cmsfmiani00031m2ya40tztj9
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2830자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2830,,,,,false,2026-07-14,cmrk2w3x900051y2yc4b5eu0x
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2828자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2828,,,,,false,2026-06-18,cmqj1f9ul0002il2yn7utvefz
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2825자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2825,,,,,false,2026-06-11,cmq91c4jj00022p2yjnm9iz5n
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2821자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2821,,,,,false,2026-06-10,cmq7lvi1x0002u32yj0hehhev
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2817자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2817,,,,,false,2026-07-17,cmrohavfd0004a62ylwvcnms5
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2815자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2815,,,,,false,2026-07-09,cmrd1oyee0002r12yo4vc0xtm
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2813자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2813,,,,,false,2026-07-14,cmrk3652700071y2yvwienzc8
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2807자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2807,,,,,false,2026-07-16,cmrmxxkzd000bq22y9fdfktis
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2806자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2806,,,,,false,2026-08-15,cmstsodyw0004oi2ylxef9cbv
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2795자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2795,,,,,false,2026-07-14,cmrk2mne600031y2yfuy2om1r
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2793자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2793,,,,,false,2026-07-04,cmr5s7obq0002f02y64ou2yq8
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2789자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2789,,,,,false,2026-07-17,cmrod0dnd00058q2ymk8capyz
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 2787자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2787,,,,,false,2026-05-16,cmp7pekds0002ik2ygd5vntpk
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2784자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2784,,,,,false,2026-06-11,cmq91kn8v00042p2y3zt5u6ue
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2781자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2781,,,,,false,2026-08-07,cmsid5k2p0004lb2ykb54p3xz
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2778자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2778,,,,,false,2026-07-13,cmriribig0002wx2yfr6yt6co
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2778자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2778,,,,,false,2026-07-07,cmra2k1nk0002nr2ym1n6o73w
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2776자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2776,,,,,false,2026-06-29,cmqyn3jmr0002nv2yjj1ijjwi
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2767자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2767,,,,,false,2026-07-11,cmrfsu7vv0008cg2ybwt3of0m
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 2767자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,false,2767,,,,,false,2026-04-01,cmnfil7i10001zb38mq26pnuo
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2759자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2759,,,,,false,2026-06-30,cmr02ignt0002uy2yl5bmrumq
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2757자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2757,,,,,false,2026-07-31,cms8d1hp30004bd2yjeqcsg2q
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2749자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2749,,,,,false,2026-08-11,cmso2tmsa0004ke2y50f0d3es
B,PRESERVE_CANDIDATE,false,0,0,4,false,PRESERVE,매거진 장문 2745자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2745,,,,,false,2026-06-02,cmpw1w9f300022q2yqjxthv8i
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2742자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2742,,,,,false,2026-07-28,cms42qba20004p62y6h93wh0t
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2739자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2739,,,,,false,2026-07-08,cmrbhyyxh0002302y2d75xdgz
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2738자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2738,,,,,false,2026-08-01,cms9sgtke0004k12ysxhvjis6
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2738자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2738,,,,,false,2026-07-10,cmrecvgqi0002c92y3mzyys54
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2720자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2720,,,,,false,2026-07-23,cmrwxj5c900042c2yip97n8d1
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2715자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2715,,,,,false,2026-06-08,cmq4mr7gy00027p2yi7fsajuo
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2701자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2701,,,,,false,2026-08-06,cmsgxnhud00040g2y1ur8kzt2
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2698자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2698,,,,,false,2026-06-18,cmqj1xxqn0007il2y8s1b5h5g
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2686자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2686,,,,,false,2026-06-26,cmquco26c00027u2y7zwk6zah
