verdict,reason,source,boardType,authorReal,bodyLen,viewCount,realTraffic30d,realComment,realLike,guestLike,report,anyComment,bannedSeo,bannedBody,bannedSlug,duplicateTitle,publishedAt,slug,title,id
PRESERVE,실회원 반응(댓글 1·공감 1·신고 0) — 사용자 활동이 붙어 있다,SHEET,STORY,false,403,456,3,1,1,0,0,8,,,,false,2026-07-16,30년-친구-이제-그만-만나려구요,30년 친구 이제 그만 만나려구요,cmrn36pqo000hy12cgb6kmig8
PRESERVE,실회원(providerId 숫자·비ADMIN) 작성 — 무조건 보존,USER,STORY,true,347,230,3,0,1,0,0,0,,,,false,2026-09-08,요세-단어도-생각이-안나고-내가-치매인가-아니면-브레인포그라는-건가,요세 단어도 생각이 안나고.. 내가 치매인가? 아니면 브레인포그라는 건가,cmtrxp5ke000404l6v4xfwewr
PRESERVE,실회원 반응(댓글 1·공감 0·신고 0) — 사용자 활동이 붙어 있다,SHEET,MENOPAUSE,false,159,821,3,1,0,0,0,5,,,,false,2026-08-07,갱년기-호르몬제-산부인과-초기비용-어느정도-들까요,갱년기 호르몬제 산부인과 초기비용 어느정도 들까요?,cmsia1s3c0017414sdvkntrut
PRESERVE,30일 비봇 실조회 3건 — 실제 열람 경로다,SHEET,LIFE2,false,37,269,3,0,0,0,0,2,,,,false,2026-08-12,50대에-국민연금-다시-들었어요,50대에 국민연금 다시 들었어요,cmsposh0p000k0x4s7qholyxi
PRESERVE,30일 비봇 실조회 3건 — 실제 열람 경로다,SHEET,STORY,false,26,390,3,0,0,0,0,2,,,,false,2026-08-14,며느리-보면-자식-뺏긴-기분이-드나요,며느리 보면 자식 뺏긴 기분이 드나요?,cmssb03ep000k5h4ss8tfwgw3
PRESERVE,30일 비봇 실조회 2건 — 실제 열람 경로다,BOT,MAGAZINE,false,2760,1061,2,0,0,0,0,0,,,,false,2026-06-20,친구가-그리운데-왜-못-다가갈까,친구가 그리운데 왜 못 다가갈까,cmqlscwjt0004nq2yocee0k88
PRESERVE,30일 비봇 실조회 2건 — 실제 열람 경로다,BOT,MAGAZINE,false,2400,1601,2,0,0,0,0,0,,,,false,2026-05-18,50대-이력서-이렇게-쓰세요,"50대 이력서, 이렇게 쓰세요",cmpama8rx0002qh2ygmohdrz2
PRESERVE,실회원(providerId 숫자·비ADMIN) 작성 — 무조건 보존,USER,STORY,true,734,247,2,0,0,0,0,0,,,,false,2026-09-09,아들-방에서-샤넬-상자-발견하고-2차로-남의편한테-정떨어졌네요,아들 방에서 샤넬 상자 발견하고 2차로 남의편한테 정떨어졌네요 ㅡㅡ,cmttdkip3000104l7dmojmr13
PRESERVE,실회원(providerId 숫자·비ADMIN) 작성 — 무조건 보존,USER,STORY,true,695,342,2,0,0,0,0,0,,,,false,2026-09-08,층간소음-때문에-윗집-올라갔다가-뜻밖의-광경을-보고-왔네요,층간소음 때문에 윗집 올라갔다가 뜻밖의 광경을 보고 왔네요 ㅋㅋㅋ,cmtry0745000004jv4cbul1v7
PRESERVE,실회원(providerId 숫자·비ADMIN) 작성 — 무조건 보존,USER,HUMOR,true,288,43,2,0,0,0,0,0,,,,false,2026-09-10,차태현-회사-차리고-짠돌이-된거-완전-웃기네요,차태현 회사 차리고 짠돌이 된거 완전 웃기네요 ㅋㅋㅋ,cmtuuilhc000004ikfjlg61vh
PRESERVE,실회원 반응(댓글 1·공감 0·신고 0) — 사용자 활동이 붙어 있다,SHEET,STORY,false,282,461,2,1,0,0,0,10,,,,false,2026-08-07,나도-중년이지만-중년여자들-힘드네요,"나도 중년이지만,, 중년여자들 힘드네요",cmsiykzvz000h2u4sfjhgei5y
PRESERVE,30일 비봇 실조회 2건 — 실제 열람 경로다,SHEET,STORY,false,204,1244,2,0,0,1,0,7,,,,false,2026-07-09,성욕이-기본욕구인거-뻥같아요,성욕이 기본욕구인거 뻥같아요,cmrd5frce000f482ct4firw02
PRESERVE,30일 비봇 실조회 2건 — 실제 열람 경로다,SHEET,HUMOR,false,126,3467,2,0,0,0,0,4,,,,false,2026-06-08,카리나씨-가슴수술-한건가요,카리나씨 가슴수술 한건가요..?,cmq4ohiw10001yw28ytehhgti
PRESERVE,30일 비봇 실조회 2건 — 실제 열람 경로다,SHEET,STORY,false,42,544,2,0,0,0,0,2,,,,false,2026-08-16,좀-이해안되는-장례문화가-호환인거-같아요,좀 이해안되는 장례문화가 호환인거 같아요.,cmsvsm2gk000d3r6hk5orfj5h
PRESERVE,실회원 반응(댓글 1·공감 0·신고 0) — 사용자 활동이 붙어 있다,SHEET,STORY,false,34,519,2,1,0,0,0,4,,,,false,2026-07-26,운동하니까-성욕이-생기는것-같아요,운동하니까 성욕이 생기는것 같아요,cms1txvlz0009284supcepou9
PRESERVE,30일 비봇 실조회 2건 — 실제 열람 경로다,SHEET,HUMOR,false,9,2678,2,0,0,0,0,2,,,,false,2026-05-16,골프-배워서-화류계-진출하라는-엄마,골프 배워서 화류계 진출하라는 엄마,cmp7y1d32000ric4eevf9a4i2
PRESERVE,30일 비봇 실조회 1건 — 실제 열람 경로다,SHEET,LIFE2,false,1747,542,1,0,0,0,0,6,,,,false,2026-05-21,경제-천장-뚫린-원달러-환율-날개-단-달러-ETF-40-껑충,[경제] 천장 뚫린 원·달러 환율.. 날개 단 달러 ETF '40% 껑충,cmpfdj16n0005id0bcv064xoo
PRESERVE,30일 비봇 실조회 1건 — 실제 열람 경로다,BOT,STORY,false,951,447,1,0,0,1,0,2,,노인,,false,2026-05-11,나이-드니까-더-무서운-것들-저만-그런-게-아니었네요,"나이 드니까 더 무서운 것들, 저만 그런 게 아니었네요",cmp0s1b3k0000z23fmjbcwi67
PRESERVE,실회원 반응(댓글 2·공감 0·신고 0) — 사용자 활동이 붙어 있다,SHEET,MENOPAUSE,false,735,1112,1,2,0,0,0,2,,,,false,2026-07-29,갱년기-증상에-도움되는,갱년기 증상에 도움되는,cms5tq2jp0012234s8dtgq8q6
PRESERVE,실회원(providerId 숫자·비ADMIN) 작성 — 무조건 보존,USER,STORY,true,548,63,1,0,0,0,0,0,,,,false,2026-09-10,이동국-딸은-벌써-자취하고-시상식-나가는데-우리-아들놈들은-진짜-답-없네,이동국 딸은 벌써 자취하고 시상식 나가는데 우리 아들놈들은 진짜 답 없네,cmtuut8xq000004jr6zt5ku1g
PRESERVE,30일 비봇 실조회 1건 — 실제 열람 경로다,BOT,LIFE2,false,490,847,1,0,0,1,0,2,,,,false,2026-04-26,솔직히-요즘-50대가-가장-힘든-세대-같습니다,솔직히 요즘 50대가 가장 힘든 세대 같습니다,cmoff0eq70008sy3ffuk7emg2
PRESERVE,30일 비봇 실조회 1건 — 실제 열람 경로다,SHEET,STORY,false,388,676,1,0,0,1,0,7,,,,false,2026-07-10,집안일-부질없어-이제-안하려구요,집안일 부질없어 이제 안하려구요,cmreqcev4000hy02cmjizty16
PRESERVE,30일 비봇 실조회 1건 — 실제 열람 경로다,BOT,LIFE2,false,368,1012,1,0,0,1,0,2,,,,false,2026-05-09,연금계좌와-ISA-50대-주부도-헷갈리더군요,"연금계좌와 ISA, 50대 주부도 헷갈리더군요",cmoyztqb300050w2yv30sp1s8
PRESERVE,30일 비봇 실조회 1건 — 실제 열람 경로다,BOT,STORY,false,324,452,1,0,0,1,0,5,,,,false,2026-05-01,요리-수업-등록했어요-이제-시작이에요,"요리 수업 등록했어요, 이제 시작이에요",cmomh6bl60008sf3flf6tqtkx
PRESERVE,30일 비봇 실조회 1건 — 실제 열람 경로다,SHEET,LIFE2,false,299,659,1,0,0,1,0,4,,,,false,2026-07-24,아들이-보험들어준다고-알아보래요,아들이 보험들어준다고 알아보래요,cmrym0712000q5m1mk7j4a85x
PRESERVE,30일 비봇 실조회 1건 — 실제 열람 경로다,SHEET,STORY,false,296,402,1,0,0,0,0,5,,,,false,2026-05-17,편의점에서-겪은-수상한-일,편의점에서 겪은 수상한 일,cmp9vl85o0005io4eio4ocuv5
PRESERVE,실회원 반응(댓글 1·공감 0·신고 0) — 사용자 활동이 붙어 있다,SHEET,STORY,false,283,548,1,1,0,0,0,8,,,,false,2026-07-23,여자50대-성욕이-늘기도하나요싫으신분-패쓰,여자50대 성욕이 늘기도하나요?(싫으신분 패쓰),cmrx0xbox000f471mtzpmaaln
PRESERVE,30일 비봇 실조회 1건 — 실제 열람 경로다,SHEET,STORY,false,272,1538,1,0,0,0,0,1,,,,false,2026-05-16,취미로-그린-고양이-그림,취미로 그린 고양이 그림,cmp7xzssi0001ic4e3zg5z3ea
PRESERVE,실회원 반응(댓글 1·공감 0·신고 0) — 사용자 활동이 붙어 있다,SHEET,STORY,false,266,568,1,1,0,0,0,8,,,,false,2026-07-20,52세-새벽-5시에-안-깨는-방법-아시는-분,52세. 새벽 5시에 안 깨는 방법 아시는 분?,cmrsx9lql000w3i1mcwxfi5r3
PRESERVE,실회원 반응(댓글 0·공감 1·신고 0) — 사용자 활동이 붙어 있다,SHEET,LIFE2,false,258,355,1,0,1,0,0,0,,,,false,2026-07-14,무슨-깡으로-노후대비를-신경도-안쓰는지,무슨 깡으로 노후대비를 신경도 안쓰는지,cmrkctvok000p2z2c12meqpyv
PRESERVE,30일 비봇 실조회 1건 — 실제 열람 경로다,BOT,STORY,false,257,536,1,0,0,1,0,5,,,,false,2026-05-11,새벽-3시에-또-깼는데-이번엔-왠지-더-외로워,새벽 3시에 또 깼는데 이번엔 왠지 더 외로워,cmp1dyfdp0004zm3fyrbzw1js
PRESERVE,실회원 반응(댓글 0·공감 1·신고 0) — 사용자 활동이 붙어 있다,SHEET,STORY,false,224,916,1,0,1,0,0,7,,,,false,2026-07-22,이혼가정-상견례는-어떻게-해야하죠,이혼가정 상견례는 어떻게 해야하죠?,cmrvt6umt000r2p1mb9b0nqeg
PRESERVE,실회원 반응(댓글 1·공감 0·신고 0) — 사용자 활동이 붙어 있다,SHEET,STORY,false,214,380,1,1,0,0,0,11,,,,false,2026-08-07,혹시-딸들-2명-이상-키우시는-분들-있으세요-애들-사이-어때요,혹시 딸들 2명 이상 키우시는 분들 있으세요? 애들 사이 어때요?,cmsiylaak000n2u4s6fos8k56
PRESERVE,실회원 반응(댓글 1·공감 0·신고 0) — 사용자 활동이 붙어 있다,SHEET,STORY,false,199,493,1,1,0,0,0,9,,,,false,2026-08-07,남편보다-제가-일찍-죽었으면-좋겠어요,남편보다 제가 일찍 죽었으면 좋겠어요,cmsia12c9000s414sgyc4wjzt
PRESERVE,실회원 반응(댓글 1·공감 0·신고 0) — 사용자 활동이 붙어 있다,SHEET,HUMOR,false,189,641,1,1,0,0,0,7,,,,false,2026-08-11,요즘-가요-무대-챙겨보세요-너무-재밌네요,요즘 가요 무대 챙겨보세요? 너무 재밌네요.,cmso5rpd7000j584s23p6qg60
PRESERVE,30일 비봇 실조회 1건 — 실제 열람 경로다,SHEET,STORY,false,154,614,1,0,0,0,0,5,,,,false,2026-07-14,남편이-종종-생각이-끊어지는-증상이,남편이 종종 생각이 끊어지는 증상이,cmrkjy902000p272cdieayzso
PRESERVE,실회원 반응(댓글 1·공감 0·신고 0) — 사용자 활동이 붙어 있다,SHEET,STORY,false,147,273,1,1,0,0,0,1,,,,false,2026-08-07,한여름-등산복은-뭐-입나요,한여름 등산복은 뭐 입나요?,cmsiyjzxe00012u4s2n8bmay3
PRESERVE,30일 비봇 실조회 1건 — 실제 열람 경로다,USER,STORY,false,139,1157,1,0,0,0,0,6,,,,false,2026-03-23,오늘-손주-돌잔치에-다녀왔어요,오늘 손주 돌잔치에 다녀왔어요 ㅎㅎ,cmn3617au000cey2u11lxlmx7
PRESERVE,실회원 반응(댓글 1·공감 0·신고 0) — 사용자 활동이 붙어 있다,SHEET,LIFE2,false,124,543,1,1,0,0,0,7,,,,false,2026-08-07,일산은-집값-진짜-저렴하네요,일산은 집값 진짜 저렴하네요,cmsia1bhb000y414snl94qx33
PRESERVE,실회원 반응(댓글 1·공감 0·신고 0) — 사용자 활동이 붙어 있다,SHEET,STORY,false,109,525,1,1,0,1,0,8,,,,false,2026-07-14,남편-성욕,남편 성욕?,cmrkgtksy000hxp2ct96ccbs4
PRESERVE,실회원(providerId 숫자·비ADMIN) 작성 — 무조건 보존,USER,LIFE2,true,108,463,1,0,0,0,0,5,,,,false,2026-06-23,남편이-희망퇴직을-강요받네요,남편이 희망퇴직을 강요받네요,cmqpwsujd000004lehz7r6yvh
PRESERVE,실회원 반응(댓글 1·공감 0·신고 0) — 사용자 활동이 붙어 있다,SHEET,STORY,false,100,546,1,1,0,0,0,10,노인,노인,노인,false,2026-08-06,미용실-70세이상-짠내노인들-자식자랑-지려요,미용실 70세이상 짠내노인들 자식자랑 지려요,cmsh3tc8n000dx74smaz9yukk
PRESERVE,실회원 반응(댓글 1·공감 0·신고 0) — 사용자 활동이 붙어 있다,SHEET,LIFE2,false,83,506,1,1,0,0,0,6,,,,false,2026-07-28,국장-다시는-안하려고요,국장 다시는 안하려고요,cms45tjxd000e0d4s86lkagrv
PRESERVE,30일 비봇 실조회 1건 — 실제 열람 경로다,SHEET,MENOPAUSE,false,63,749,1,0,0,1,0,3,,,,false,2026-07-11,폐경-즘이면-성욕이-아예-사라지나요,폐경 즘이면 성욕이 아예 사라지나요?,cmrg8nngm000h3m2cvg00dt6g
PRESERVE,30일 비봇 실조회 1건 — 실제 열람 경로다,SHEET,HUMOR,false,56,987,1,0,0,2,0,5,,,,false,2026-07-04,김부장-드라마-쓸데없이-잔인,김부장 드라마 쓸데없이 잔인,cmr70348r001e3p3g885po9oi
PRESERVE,30일 비봇 실조회 1건 — 실제 열람 경로다,SHEET,STORY,false,47,602,1,0,0,0,0,2,,,,false,2026-07-18,눈밑꺼짐-필러-맞을까요,눈밑꺼짐 필러 맞을까요?,cmrqe62m600013v1m50t1ufhp
PRESERVE,30일 비봇 실조회 1건 — 실제 열람 경로다,SHEET,STORY,false,41,456,1,0,0,0,0,2,,,,false,2026-07-24,외도남과-돌싱상간녀-둘-중,외도남과 돌싱상간녀 둘 중,cmrylzxrk000m5m1maggpu1pb
PRESERVE,30일 비봇 실조회 1건 — 실제 열람 경로다,SHEET,LIFE2,false,41,299,1,0,0,0,0,0,,,,false,2026-07-20,신용불량자-회복-방법,신용불량자 회복 방법,cmrszf7yk000i1o1m5pmq08vz
PRESERVE,30일 비봇 실조회 1건 — 실제 열람 경로다,SHEET,STORY,false,38,300,1,0,0,0,0,2,,,,false,2026-08-14,복숭아는-어떤-품종이-제일-맛있나요,복숭아는 어떤 품종이 제일 맛있나요?,cmstjlnyg0009406h43d5fb4i
PRESERVE,30일 비봇 실조회 1건 — 실제 열람 경로다,SHEET,HUMOR,false,37,1855,1,0,0,0,0,0,,,,false,2026-05-13,나나한테-7cm-깊이로-찔렸다는-강도,나나한테 7cm 깊이로 찔렸다는 강도,cmp3lvhzc0011lb3f2lr225si
PRESERVE,30일 비봇 실조회 1건 — 실제 열람 경로다,SHEET,STORY,false,35,1395,1,0,0,0,0,2,,,,false,2026-07-10,남자들-성욕-언제-꺾여요,남자들 성욕 언제 꺾여요?,cmrehcose000hzn2c2j0et7wz
PRESERVE,30일 비봇 실조회 1건 — 실제 열람 경로다,SHEET,STORY,false,35,301,1,0,0,0,0,2,,,,false,2026-08-13,사주-팔자라고-하잖아요-혹시-이런거-믿으시는-분-있으신가요,사주 팔자라고 하잖아요~ 혹시 이런거 믿으시는 분 있으신가요?,cmsqytvvc000d0f6hynq982ui
PRESERVE,30일 비봇 실조회 1건 — 실제 열람 경로다,SHEET,STORY,false,32,218,1,0,0,0,0,2,,,,false,2026-07-20,항우울제-성욕-없어지나요,항우울제 성욕 없어지나요?,cmrsnqq97000ixk1mb995rfvr
PRESERVE,30일 비봇 실조회 1건 — 실제 열람 경로다,SHEET,STORY,false,29,476,1,0,0,0,0,2,,,,false,2026-08-02,50-이후에도-성욕-왕성하신-분들은,50 이후에도 성욕 왕성하신 분들은,cmsbp34ho000v1v4ssoyyq7ag
PRESERVE,30일 비봇 실조회 1건 — 실제 열람 경로다,SHEET,STORY,false,26,239,1,0,0,0,0,2,,,,false,2026-08-02,50대-초반-미혼녀,50대 초반 미혼녀,cmsbtzat4000ew64shlh55spy
PRESERVE,실회원(providerId 숫자·비ADMIN) 작성 — 무조건 보존,USER,STORY,true,13,226,1,0,0,0,0,5,,,,false,2026-08-16,나루님의-첫인사,나루님의 첫인사,cmsvpt0lv000004l2ah2kp0ss
PRESERVE,30일 비봇 실조회 1건 — 실제 열람 경로다,SHEET,LIFE2,false,11,449,1,0,0,0,0,2,,,,false,2026-07-24,미국장-뭐죠-전쟁날때보다-더-최악이네요,미국장 뭐죠?.. 전쟁날때보다 더 최악이네요.,cmryj2bbc000w181myps5kkuh
PRESERVE,30일 비봇 실조회 1건 — 실제 열람 경로다,SHEET,HUMOR,false,9,2819,1,0,0,0,0,2,,,,false,2026-05-15,남편이-장을-봐도-자꾸-비싼-물건을,남편이 장을 봐도 자꾸 비싼 물건을,cmp7jxgzx000pgb4etqxj8baq
PRESERVE,30일 비봇 실조회 1건 — 실제 열람 경로다,SHEET,STORY,false,9,238,1,0,0,0,0,2,,,,false,2026-07-20,팔자주름-쥬베룩-괜찮아요,팔자주름 쥬베룩 괜찮아요?,cmrsr6t7f0006361mcvs518qf
PRESERVE,실회원(providerId 숫자·비ADMIN) 작성 — 무조건 보존,USER,STORY,true,747,710,0,2,1,0,0,3,,,,false,2026-04-10,엄마가-요즘-많이-힘들어하시는데-조심스럽게-여쭤봐요,엄마가 요즘 많이 힘들어하시는데… 조심스럽게 여쭤봐요,cmnsanubr000004jmc5divouu
PRESERVE,실회원(providerId 숫자·비ADMIN) 작성 — 무조건 보존,USER,STORY,true,665,560,0,0,0,0,0,7,,,,false,2026-06-02,선배님들-삶의-지혜를-빌려주세요,선배님들 삶의 지혜를 빌려주세요...,cmpw9a2vg000004k5sbo322gc
PRESERVE,실회원(providerId 숫자·비ADMIN) 작성 — 무조건 보존,USER,STORY,true,614,377,0,0,0,0,0,5,,,,false,2026-07-13,복직하는거,복직하는거..,cmritf4zo000004lj1gusuloy
PRESERVE,실회원(providerId 숫자·비ADMIN) 작성 — 무조건 보존,USER,MENOPAUSE,true,583,149,0,0,1,0,0,0,,,,false,2026-09-08,,산부인과 다녀왔는데 완경 판정 받았네요.. 마음이 참 숭숭해요,cmtryadia000204l4wurrpjt7
PRESERVE,실회원(providerId 숫자·비ADMIN) 작성 — 무조건 보존,USER,MENOPAUSE,true,582,168,0,0,0,0,0,0,,,,false,2026-09-07,,갱년기 오니까 피부 장벽이고 머리숱이고 다 털리네요.. 저만 이런,cmtqkouku000004l52m2uxk1o
PRESERVE,실회원(providerId 숫자·비ADMIN) 작성 — 무조건 보존,USER,HUMOR,true,531,38,0,0,0,0,0,0,,,,false,2026-09-10,이동국-딸-뉴욕-명문대-휴학했다더니-결국-연예인-하려나-보네요,이동국 딸 뉴욕 명문대 휴학했다더니.. 결국 연예인 하려나 보네요 ㅋㅋㅋ,cmtuv4wcy000004l7cvsq8e03
PRESERVE,실회원 반응(댓글 0·공감 1·신고 0) — 사용자 활동이 붙어 있다,BOT,MENOPAUSE,false,528,788,0,0,1,0,0,7,,,,false,2026-04-25,혹시-저만-요즘-화끈거리고-우울한-건가요-갱년기-맞을까봐,혹시 저만 요즘 화끈거리고 우울한 건가요... 갱년기 맞을까봐,cmoebzhms0016yr3fnc2uegb8
PRESERVE,실회원 반응(댓글 1·공감 0·신고 0) — 사용자 활동이 붙어 있다,SHEET,STORY,false,461,1003,0,1,0,0,0,11,,,,false,2026-08-11,초딩-입맛-가지신-50대-분들-있나요,초딩 입맛 가지신 50대 분들 있나요?,cmso07yo4000f244s4fcrldyc
PRESERVE,실회원 반응(댓글 1·공감 1·신고 0) — 사용자 활동이 붙어 있다,SHEET,MENOPAUSE,false,419,2093,0,1,1,0,0,8,,,,false,2026-07-23,자꾸-눈물이-나는-갱년기,자꾸 눈물이 나는 갱년기,cmrwx39mt000n2r1m6i3gc4ut
PRESERVE,실회원(providerId 숫자·비ADMIN) 작성 — 무조건 보존,USER,MENOPAUSE,true,404,166,0,0,0,0,0,0,,,,false,2026-09-08,,갱년기 오고 다 부질없어져서 모임도 다 끊엇네요..,cmtrxjh0u000204l6h5karkfy
PRESERVE,실회원 반응(댓글 0·공감 1·신고 0) — 사용자 활동이 붙어 있다,SHEET,STORY,false,370,474,0,0,1,0,0,7,,,,false,2026-07-16,친한-언니-차에-상처냈어요,친한 언니 차에 상처냈어요,cmrnnm4zy00065k1me87tcfxa
PRESERVE,실회원 반응(댓글 1·공감 0·신고 0) — 사용자 활동이 붙어 있다,SHEET,STORY,false,356,579,0,1,0,0,0,10,,,,false,2026-08-06,70년대생은-아실라나-학교에서의-추행-경험,70년대생은 아실라나? 학교에서의 추행 경험,cmshdcs36000d3e4sulhphxd6
PRESERVE,실회원 반응(댓글 1·공감 1·신고 0) — 사용자 활동이 붙어 있다,SHEET,STORY,false,347,1074,0,1,1,0,0,9,,,,false,2026-07-29,부정적인-생각부터-먼저-하는-습관,부정적인 생각부터 먼저 하는 습관..,cms5tpiiz000m234s5unc6473
PRESERVE,실회원 반응(댓글 1·공감 1·신고 0) — 사용자 활동이 붙어 있다,BOT,STORY,false,326,427,0,1,1,0,0,1,,,,false,2026-05-10,돈-빌려달라는-친구-어떻게-거절했어요,"돈 빌려달라는 친구, 어떻게 거절했어요",cmozrmj2c0005083fumgmmwai
PRESERVE,실회원 반응(댓글 1·공감 0·신고 0) — 사용자 활동이 붙어 있다,ADMIN,STORY,false,300,4,0,1,0,0,0,7,,,,false,2026-07-27,,🔥 복숭아 좋아세요?,cms2lenmr000004l5zgv2j856
PRESERVE,실회원 반응(댓글 1·공감 0·신고 0) — 사용자 활동이 붙어 있다,SHEET,STORY,false,280,344,0,1,0,0,0,6,,,,false,2026-08-11,위가-너무-쓰려요,위가 너무 쓰려요.,cmso079j00002244s2cuh5gak
PRESERVE,실회원 반응(댓글 1·공감 0·신고 0) — 사용자 활동이 붙어 있다,SHEET,HUMOR,false,260,726,0,1,0,1,0,5,,,,false,2026-06-26,트로트-오디션-프로그램-싫어하시는-분들-계시죠,트로트 오디션 프로그램 싫어하시는 분들 계시죠?,cmqv0yzdc00014z5n2ggqoxdt
PRESERVE,실회원 반응(댓글 0·공감 1·신고 0) — 사용자 활동이 붙어 있다,SHEET,STORY,false,246,393,0,0,1,0,0,0,,,,false,2026-07-16,멜라토닌-처음-먹어봤어요,멜라토닌 처음 먹어봤어요,cmrnf5bkv0009yk1me8vp5txx
PRESERVE,실회원 반응(댓글 1·공감 0·신고 0) — 사용자 활동이 붙어 있다,SHEET,STORY,false,244,376,0,1,0,0,0,7,,,,false,2026-08-07,화장실청소-한번-안해본-대딩-자취하러-갔어요,화장실청소 한번 안해본 대딩 자취하러 갔어요,cmsia0hyb000e414s8kzev6k2
PRESERVE,실회원(providerId 숫자·비ADMIN) 작성 — 무조건 보존,USER,STORY,true,223,434,0,5,0,0,0,10,,,,false,2026-07-21,조언을-듣고-싶어요-2,조언을 듣고 싶어요,cmrulhqzy000004i8hf8ps70j
PRESERVE,실회원 반응(댓글 0·공감 1·신고 0) — 사용자 활동이 붙어 있다,SHEET,STORY,false,212,559,0,0,1,0,0,7,,,,false,2026-07-16,아들의-전여친이-준-선물-버려야-할까요,아들의 전여친이 준 선물 버려야 할까요?,cmrnf5v3o000hyk1mutu75u7q
PRESERVE,실회원(providerId 숫자·비ADMIN) 작성 — 무조건 보존,USER,STORY,true,211,565,0,0,0,1,0,5,,,,false,2026-06-09,사랑과-행복을-찾아서,사랑과 행복을 찾아서,cmq6k23p4000204jvuhq6pz3r
PRESERVE,실회원 반응(댓글 0·공감 1·신고 0) — 사용자 활동이 붙어 있다,BOT,STORY,false,206,932,0,0,1,0,0,1,,,,false,2026-04-26,50대-혼자니까-더-엄격하게-챙기는-거-있더라,50대 혼자니까 더 엄격하게 챙기는 거 있더라ㅋㅋ,cmoff063l0004sy3fdtcge4ge
PRESERVE,실회원 반응(댓글 1·공감 1·신고 0) — 사용자 활동이 붙어 있다,SHEET,STORY,false,202,423,0,1,1,0,0,8,,,,false,2026-07-15,이런-며느리-어떤가요,이런 며느리 어떤가요?,cmrlsdkcm000i422c3e4dfqus
PRESERVE,실회원 반응(댓글 1·공감 0·신고 0) — 사용자 활동이 붙어 있다,ADMIN,STORY,false,189,4,0,1,0,0,0,9,,,,false,2026-07-24,,🔥 불금에 꼭 먹고 싶은 음식은?,cmryi6bl4000004l5tixnouwz
